"","lng","lat","lterid","year","month","ppt","tmean"
"4197",-93.2,45.4,"CDR",2015,"09",73.1100006103516,18.8690013885498
"4198",-93.2,45.4,"CDR",2015,"10",81.8300018310547,9.60000038146973
"4199",-93.2,45.4,"CDR",2015,"11",85.2200012207031,4.59900045394897
"4200",-93.2,45.4,"CDR",2015,"12",40.201000213623,-1.62400007247925
"4201",-93.2,45.4,"CDR",2016,"01",5.90299987792969,-9.6200008392334
"4202",-93.2,45.4,"CDR",2016,"02",17.8759994506836,-5.45000028610229
"4203",-93.2,45.4,"CDR",2016,"03",65.5299987792969,3.64000010490417
"4204",-93.2,45.4,"CDR",2016,"04",58.0709991455078,7.37000036239624
"4205",-93.2,45.4,"CDR",2016,"05",76.6110000610352,14.3550004959106
"4206",-93.2,45.4,"CDR",2016,"06",70.2600021362305,19.9280014038086
"4207",-93.2,45.4,"CDR",2016,"07",129.292999267578,21.8810005187988
"4208",-93.2,45.4,"CDR",2016,"08",131.753005981445,21.1480007171631
"4209",-93.2,45.4,"CDR",2016,"09",130.29899597168,17.0799999237061
"4210",-93.2,45.4,"CDR",2016,"10",84.6439971923828,10.07200050354
"4211",-93.2,45.4,"CDR",2016,"11",75.6110000610352,5.54900026321411
"4212",-93.2,45.4,"CDR",2016,"12",45.1080017089844,-7.15300035476685
"4861",-83.5,35,"CWT",1990,"01",254.389999389648,3.86999988555908
"4862",-83.5,35,"CWT",1990,"02",416.359985351562,5.57000017166138
"4863",-83.5,35,"CWT",1990,"03",299.459991455078,8.10499954223633
"4864",-83.5,35,"CWT",1990,"04",102.410003662109,9.71999931335449
"4865",-83.5,35,"CWT",1990,"05",233.179992675781,14.1849994659424
"4866",-83.5,35,"CWT",1990,"06",31.6100006103516,18.0650005340576
"4867",-83.5,35,"CWT",1990,"07",195.529998779297,19.4200000762939
"4868",-83.5,35,"CWT",1990,"08",128.550003051758,19.5250015258789
"4869",-83.5,35,"CWT",1990,"09",150.990005493164,16.4599990844727
"4870",-83.5,35,"CWT",1990,"10",285.799987792969,11.6449995040894
"4871",-83.5,35,"CWT",1990,"11",88.3000030517578,7.82999992370605
"4872",-83.5,35,"CWT",1990,"12",315.049987792969,4.77999973297119
"4873",-83.5,35,"CWT",1991,"01",205.75,1.8199999332428
"4874",-83.5,35,"CWT",1991,"02",176.330001831055,3.14000010490417
"4875",-83.5,35,"CWT",1991,"03",337.269989013672,7.07000017166138
"4876",-83.5,35,"CWT",1991,"04",243.050003051758,11.6300001144409
"4877",-83.5,35,"CWT",1991,"05",263.989990234375,16.1849994659424
"4878",-83.5,35,"CWT",1991,"06",195.910003662109,17.9249992370605
"4879",-83.5,35,"CWT",1991,"07",180,20.4249992370605
"4880",-83.5,35,"CWT",1991,"08",227.330001831055,18.7000007629395
"4881",-83.5,35,"CWT",1991,"09",96.9400024414062,16.3899993896484
"4882",-83.5,35,"CWT",1991,"10",17.4699993133545,11.4499998092651
"4883",-83.5,35,"CWT",1991,"11",206.570007324219,5.06500005722046
"4884",-83.5,35,"CWT",1991,"12",243.699996948242,4.27999973297119
"4885",-83.5,35,"CWT",1992,"01",156.029998779297,1.82499992847443
"4886",-83.5,35,"CWT",1992,"02",219.369995117188,4.38499975204468
"4887",-83.5,35,"CWT",1992,"03",216.559997558594,5.35500001907349
"4888",-83.5,35,"CWT",1992,"04",135.339996337891,9.44499969482422
"4889",-83.5,35,"CWT",1992,"05",166.770004272461,12.4350004196167
"4890",-83.5,35,"CWT",1992,"06",282.890014648438,16.5499992370605
"4891",-83.5,35,"CWT",1992,"07",100.919998168945,19.7049999237061
"4892",-83.5,35,"CWT",1992,"08",312.929992675781,17.5149993896484
"4893",-83.5,35,"CWT",1992,"09",223.360000610352,16.5699996948242
"4894",-83.5,35,"CWT",1992,"10",170.910003662109,9.98999977111816
"4895",-83.5,35,"CWT",1992,"11",476.260009765625,6.23999977111816
"4896",-83.5,35,"CWT",1992,"12",257.559997558594,2.34999990463257
"4897",-83.5,35,"CWT",1993,"01",261.920013427734,3.90999984741211
"4898",-83.5,35,"CWT",1993,"02",188.839996337891,1.21499991416931
"4899",-83.5,35,"CWT",1993,"03",245.679992675781,3.56999969482422
"4900",-83.5,35,"CWT",1993,"04",142.460006713867,8.38500022888184
"4901",-83.5,35,"CWT",1993,"05",160.259994506836,14.1149997711182
"4902",-83.5,35,"CWT",1993,"06",63.7400016784668,18.5300006866455
"4903",-83.5,35,"CWT",1993,"07",68.1500015258789,21.6599998474121
"4904",-83.5,35,"CWT",1993,"08",85.0100021362305,19.7799987792969
"4905",-83.5,35,"CWT",1993,"09",200.740005493164,16.9200000762939
"4906",-83.5,35,"CWT",1993,"10",67.0899963378906,10.8549995422363
"4907",-83.5,35,"CWT",1993,"11",219.380004882812,5.55500030517578
"4908",-83.5,35,"CWT",1993,"12",175.419998168945,1.17000007629395
"4909",-83.5,35,"CWT",1994,"01",281.320007324219,-1.52999997138977
"4910",-83.5,35,"CWT",1994,"02",233.039993286133,3.00000023841858
"4911",-83.5,35,"CWT",1994,"03",332.820007324219,6.36999988555908
"4912",-83.5,35,"CWT",1994,"04",220.699996948242,11.5949993133545
"4913",-83.5,35,"CWT",1994,"05",104.360000610352,12.5699996948242
"4914",-83.5,35,"CWT",1994,"06",337.109985351562,18.6750011444092
"4915",-83.5,35,"CWT",1994,"07",217.990005493164,18.8950004577637
"4916",-83.5,35,"CWT",1994,"08",286.290008544922,18.3050003051758
"4917",-83.5,35,"CWT",1994,"09",202.080001831055,15.2649993896484
"4918",-83.5,35,"CWT",1994,"10",211.240005493164,11.0749998092651
"4919",-83.5,35,"CWT",1994,"11",165.399993896484,8.32999992370605
"4920",-83.5,35,"CWT",1994,"12",141.240005493164,4.51999998092651
"4921",-83.5,35,"CWT",1995,"01",277.470001220703,1.62999987602234
"4922",-83.5,35,"CWT",1995,"02",301.880004882812,0.915000081062317
"4923",-83.5,35,"CWT",1995,"03",142.720001220703,7.625
"4924",-83.5,35,"CWT",1995,"04",82.5800018310547,10.7849998474121
"4925",-83.5,35,"CWT",1995,"05",165.470001220703,14.585000038147
"4926",-83.5,35,"CWT",1995,"06",244.289993286133,16.8850002288818
"4927",-83.5,35,"CWT",1995,"07",118.150001525879,20.0249996185303
"4928",-83.5,35,"CWT",1995,"08",276.649993896484,20.1800003051758
"4929",-83.5,35,"CWT",1995,"09",106.769996643066,15.6450004577637
"4930",-83.5,35,"CWT",1995,"10",316.079986572266,11.2000007629395
"4931",-83.5,35,"CWT",1995,"11",221.300003051758,4.23000001907349
"4932",-83.5,35,"CWT",1995,"12",103.610000610352,1.03999984264374
"4933",-83.5,35,"CWT",1996,"01",431.390014648438,-0.445000052452087
"4934",-83.5,35,"CWT",1996,"02",154.679992675781,2.17999982833862
"4935",-83.5,35,"CWT",1996,"03",216.139999389648,3.07499980926514
"4936",-83.5,35,"CWT",1996,"04",172.660003662109,9.15499973297119
"4937",-83.5,35,"CWT",1996,"05",128.600006103516,15.5950002670288
"4938",-83.5,35,"CWT",1996,"06",229.020004272461,17.7749996185303
"4939",-83.5,35,"CWT",1996,"07",149.990005493164,19.4899997711182
"4940",-83.5,35,"CWT",1996,"08",179.779998779297,18.7999992370605
"4941",-83.5,35,"CWT",1996,"09",348.799987792969,15.2649993896484
"4942",-83.5,35,"CWT",1996,"10",59.1699981689453,11.2399997711182
"4943",-83.5,35,"CWT",1996,"11",199.869995117188,4.50500011444092
"4944",-83.5,35,"CWT",1996,"12",263.5,3.14999985694885
"4945",-83.5,35,"CWT",1997,"01",251.910003662109,1.27999997138977
"4946",-83.5,35,"CWT",1997,"02",251.339996337891,4.00499963760376
"4947",-83.5,35,"CWT",1997,"03",302.399993896484,9.03499984741211
"4948",-83.5,35,"CWT",1997,"04",262.239990234375,8.39999961853027
"4949",-83.5,35,"CWT",1997,"05",172.669998168945,11.8950004577637
"4950",-83.5,35,"CWT",1997,"06",192.419998168945,16.3999996185303
"4951",-83.5,35,"CWT",1997,"07",161.479995727539,20.0750007629395
"4952",-83.5,35,"CWT",1997,"08",23.4500007629395,18.0499992370605
"4953",-83.5,35,"CWT",1997,"09",216.039993286133,16.2250003814697
"4954",-83.5,35,"CWT",1997,"10",186.279998779297,11.4249992370605
"4955",-83.5,35,"CWT",1997,"11",101.019996643066,3.84500002861023
"4956",-83.5,35,"CWT",1997,"12",158.679992675781,2.0149998664856
"4957",-83.5,35,"CWT",1998,"01",441.029998779297,3.11500000953674
"4958",-83.5,35,"CWT",1998,"02",307.450012207031,3.67000007629395
"4959",-83.5,35,"CWT",1998,"03",217.490005493164,5
"4960",-83.5,35,"CWT",1998,"04",309.239990234375,9.93499946594238
"4961",-83.5,35,"CWT",1998,"05",112.089996337891,16.3349990844727
"4962",-83.5,35,"CWT",1998,"06",190.679992675781,19.2649993896484
"4963",-83.5,35,"CWT",1998,"07",63.8199996948242,20.5049991607666
"4964",-83.5,35,"CWT",1998,"08",96.5999984741211,19.5900001525879
"4965",-83.5,35,"CWT",1998,"09",70.379997253418,18.2450008392334
"4966",-83.5,35,"CWT",1998,"10",131.389999389648,12.6800003051758
"4967",-83.5,35,"CWT",1998,"11",174.050003051758,7.89500045776367
"4968",-83.5,35,"CWT",1998,"12",175.009994506836,5.31999969482422
"4969",-83.5,35,"CWT",1999,"01",278.420013427734,3.07000017166138
"4970",-83.5,35,"CWT",1999,"02",253.389999389648,3.55000019073486
"4971",-83.5,35,"CWT",1999,"03",146.820007324219,4.27499961853027
"4972",-83.5,35,"CWT",1999,"04",154.130004882812,12.3149995803833
"4973",-83.5,35,"CWT",1999,"05",181.929992675781,13.8500003814697
"4974",-83.5,35,"CWT",1999,"06",225.119995117188,17.7950000762939
"4975",-83.5,35,"CWT",1999,"07",89.8199996948242,20.5499992370605
"4976",-83.5,35,"CWT",1999,"08",64.2699966430664,20.3600006103516
"4977",-83.5,35,"CWT",1999,"09",112.680000305176,16.0550003051758
"4978",-83.5,35,"CWT",1999,"10",213.279998779297,11.4949998855591
"4979",-83.5,35,"CWT",1999,"11",237.380004882812,8.51500034332275
"4980",-83.5,35,"CWT",1999,"12",136.929992675781,2.96000003814697
"4981",-83.5,35,"CWT",2000,"01",187.960006713867,1.32500004768372
"4982",-83.5,35,"CWT",2000,"02",83.3300018310547,4.125
"4983",-83.5,35,"CWT",2000,"03",163.639999389648,7.90999984741211
"4984",-83.5,35,"CWT",2000,"04",210.509994506836,9.6899995803833
"4985",-83.5,35,"CWT",2000,"05",98.6999969482422,16.0149993896484
"4986",-83.5,35,"CWT",2000,"06",123.360000610352,18.6100006103516
"4987",-83.5,35,"CWT",2000,"07",96.4300003051758,19.8549995422363
"4988",-83.5,35,"CWT",2000,"08",84.25,19.3250007629395
"4989",-83.5,35,"CWT",2000,"09",151.970001220703,16.0599994659424
"4990",-83.5,35,"CWT",2000,"10",0.959999978542328,11.8800001144409
"4991",-83.5,35,"CWT",2000,"11",260.220001220703,5.60500001907349
"4992",-83.5,35,"CWT",2000,"12",108.540000915527,-1.44500005245209
"4993",-83.5,35,"CWT",2001,"01",177.669998168945,-0.070000171661377
"4994",-83.5,35,"CWT",2001,"02",173.910003662109,4.5
"4995",-83.5,35,"CWT",2001,"03",191.320007324219,4.34999990463257
"4996",-83.5,35,"CWT",2001,"04",43.0800018310547,11.3600006103516
"4997",-83.5,35,"CWT",2001,"05",177.190002441406,14.1399993896484
"4998",-83.5,35,"CWT",2001,"06",201.460006713867,17.4899997711182
"4999",-83.5,35,"CWT",2001,"07",173.800003051758,19.3199996948242
"5000",-83.5,35,"CWT",2001,"08",118.480003356934,19.9200000762939
"5001",-83.5,35,"CWT",2001,"09",211.199996948242,15.2200002670288
"5002",-83.5,35,"CWT",2001,"10",108.110000610352,9.74499988555908
"5003",-83.5,35,"CWT",2001,"11",115.080001831055,8.76000022888184
"5004",-83.5,35,"CWT",2001,"12",124.029998779297,5.01999998092651
"5005",-83.5,35,"CWT",2002,"01",180.279998779297,2.09499979019165
"5006",-83.5,35,"CWT",2002,"02",82.6600036621094,2.42000007629395
"5007",-83.5,35,"CWT",2002,"03",172.350006103516,6.22499990463257
"5008",-83.5,35,"CWT",2002,"04",115.169998168945,12.4899997711182
"5009",-83.5,35,"CWT",2002,"05",190.130004882812,13.7399997711182
"5010",-83.5,35,"CWT",2002,"06",91.3600006103516,18.4750003814697
"5011",-83.5,35,"CWT",2002,"07",117.25,20.4349994659424
"5012",-83.5,35,"CWT",2002,"08",104.169998168945,19.9549999237061
"5013",-83.5,35,"CWT",2002,"09",366.660003662109,17.6549987792969
"5014",-83.5,35,"CWT",2002,"10",138.309997558594,13.5949993133545
"5015",-83.5,35,"CWT",2002,"11",177.539993286133,4.97499990463257
"5016",-83.5,35,"CWT",2002,"12",221.570007324219,2.125
"5017",-83.5,35,"CWT",2003,"01",89.8399963378906,-0.580000162124634
"5018",-83.5,35,"CWT",2003,"02",226.940002441406,2.17999982833862
"5019",-83.5,35,"CWT",2003,"03",121.290000915527,7.99499988555908
"5020",-83.5,35,"CWT",2003,"04",226.399993896484,10.2550001144409
"5021",-83.5,35,"CWT",2003,"05",267.709991455078,14.289999961853
"5022",-83.5,35,"CWT",2003,"06",230.130004882812,17.0650005340576
"5023",-83.5,35,"CWT",2003,"07",285.600006103516,18.8799991607666
"5024",-83.5,35,"CWT",2003,"08",285.459991455078,19.6550006866455
"5025",-83.5,35,"CWT",2003,"09",193.559997558594,15.6800003051758
"5026",-83.5,35,"CWT",2003,"10",65.9599990844727,10.9949998855591
"5027",-83.5,35,"CWT",2003,"11",317.959991455078,9.75500011444092
"5028",-83.5,35,"CWT",2003,"12",174.949996948242,1.17499995231628
"5029",-83.5,35,"CWT",2004,"01",75.3399963378906,1.21000003814697
"5030",-83.5,35,"CWT",2004,"02",154.919998168945,1.23499989509583
"5031",-83.5,35,"CWT",2004,"03",72.9100036621094,7.40999984741211
"5032",-83.5,35,"CWT",2004,"04",112.400001525879,10.125
"5033",-83.5,35,"CWT",2004,"05",138.570007324219,15.9099998474121
"5034",-83.5,35,"CWT",2004,"06",173.009994506836,18.1649990081787
"5035",-83.5,35,"CWT",2004,"07",166.449996948242,19.2799987792969
"5036",-83.5,35,"CWT",2004,"08",124.970001220703,18.0149993896484
"5037",-83.5,35,"CWT",2004,"09",528.539978027344,16.2250003814697
"5038",-83.5,35,"CWT",2004,"10",49.1699981689453,13.4650001525879
"5039",-83.5,35,"CWT",2004,"11",274.660003662109,8.52000045776367
"5040",-83.5,35,"CWT",2004,"12",232.320007324219,1.82999992370605
"5041",-83.5,35,"CWT",2005,"01",93.0599975585938,3.34999990463257
"5042",-83.5,35,"CWT",2005,"02",161.220001220703,3.33000016212463
"5043",-83.5,35,"CWT",2005,"03",187.419998168945,4.8100004196167
"5044",-83.5,35,"CWT",2005,"04",182.300003051758,9.28999996185303
"5045",-83.5,35,"CWT",2005,"05",127.180000305176,12.8999996185303
"5046",-83.5,35,"CWT",2005,"06",377.079986572266,17.625
"5047",-83.5,35,"CWT",2005,"07",335.209991455078,20.3649997711182
"5048",-83.5,35,"CWT",2005,"08",354.730010986328,20.1049995422363
"5049",-83.5,35,"CWT",2005,"09",26.6399993896484,17.7250003814697
"5050",-83.5,35,"CWT",2005,"10",87.5699996948242,12.8000001907349
"5051",-83.5,35,"CWT",2005,"11",224.720001220703,7.46500015258789
"5052",-83.5,35,"CWT",2005,"12",178.070007324219,1.11500000953674
"5053",-83.5,35,"CWT",2006,"01",241.410003662109,4.34500026702881
"5054",-83.5,35,"CWT",2006,"02",83.7399978637695,1.5200001001358
"5055",-83.5,35,"CWT",2006,"03",66.870002746582,6.28999996185303
"5056",-83.5,35,"CWT",2006,"04",123.790000915527,12.8250007629395
"5057",-83.5,35,"CWT",2006,"05",95.4599990844727,13.3850002288818
"5058",-83.5,35,"CWT",2006,"06",126.050003051758,17.7950000762939
"5059",-83.5,35,"CWT",2006,"07",91.9100036621094,20.060001373291
"5060",-83.5,35,"CWT",2006,"08",110.98999786377,20.7449989318848
"5061",-83.5,35,"CWT",2006,"09",223.699996948242,15.2800006866455
"5062",-83.5,35,"CWT",2006,"10",179.070007324219,10.5100002288818
"5063",-83.5,35,"CWT",2006,"11",186.699996948242,7.09499979019165
"5064",-83.5,35,"CWT",2006,"12",182.839996337891,4.92000007629395
"5065",-83.5,35,"CWT",2007,"01",239.440002441406,2.32999992370605
"5066",-83.5,35,"CWT",2007,"02",73.1800003051758,0.544999837875366
"5067",-83.5,35,"CWT",2007,"03",125.779998779297,9.0600004196167
"5068",-83.5,35,"CWT",2007,"04",111.940002441406,9.07499980926514
"5069",-83.5,35,"CWT",2007,"05",43.7999992370605,14.7049999237061
"5070",-83.5,35,"CWT",2007,"06",149.800003051758,18.6199989318848
"5071",-83.5,35,"CWT",2007,"07",173.520004272461,18.4749984741211
"5072",-83.5,35,"CWT",2007,"08",58.6500015258789,21.560001373291
"5073",-83.5,35,"CWT",2007,"09",67.1699981689453,17.4650001525879
"5074",-83.5,35,"CWT",2007,"10",136.789993286133,13.2600002288818
"5075",-83.5,35,"CWT",2007,"11",101.819999694824,6.21999979019165
"5076",-83.5,35,"CWT",2007,"12",185.570007324219,5.1399998664856
"5077",-83.5,35,"CWT",2008,"01",152.139999389648,0.0150001049041748
"5078",-83.5,35,"CWT",2008,"02",216.009994506836,3.66000032424927
"5079",-83.5,35,"CWT",2008,"03",248.460006713867,5.43000030517578
"5080",-83.5,35,"CWT",2008,"04",101.269996643066,10.5349998474121
"5081",-83.5,35,"CWT",2008,"05",134.649993896484,13.8349990844727
"5082",-83.5,35,"CWT",2008,"06",57.310001373291,19.1700000762939
"5083",-83.5,35,"CWT",2008,"07",81.9800033569336,19.3099994659424
"5084",-83.5,35,"CWT",2008,"08",228.259994506836,19.3400001525879
"5085",-83.5,35,"CWT",2008,"09",41.4300003051758,16.8349990844727
"5086",-83.5,35,"CWT",2008,"10",94.1500015258789,10.5799999237061
"5087",-83.5,35,"CWT",2008,"11",115.129997253418,4.70499992370605
"5088",-83.5,35,"CWT",2008,"12",247.309997558594,4.09000015258789
"5089",-83.5,35,"CWT",2009,"01",175.740005493164,0.555000066757202
"5090",-83.5,35,"CWT",2009,"02",117.449996948242,1.71499991416931
"5091",-83.5,35,"CWT",2009,"03",222.649993896484,6.4350004196167
"5092",-83.5,35,"CWT",2009,"04",147.880004882812,9.65499973297119
"5093",-83.5,35,"CWT",2009,"05",311.609985351562,14.6000003814697
"5094",-83.5,35,"CWT",2009,"06",69.3000030517578,19.2099990844727
"5095",-83.5,35,"CWT",2009,"07",119.849998474121,18.1300010681152
"5096",-83.5,35,"CWT",2009,"08",148.229995727539,19.0749988555908
"5097",-83.5,35,"CWT",2009,"09",474.179992675781,16.2900009155273
"5098",-83.5,35,"CWT",2009,"10",252.830001831055,10.5600004196167
"5099",-83.5,35,"CWT",2009,"11",202.470001220703,7.93000030517578
"5100",-83.5,35,"CWT",2009,"12",333.640014648438,1.13999998569489
"5101",-83.5,35,"CWT",2010,"01",228.039993286133,-1.4799998998642
"5102",-83.5,35,"CWT",2010,"02",148.410003662109,-1.67500007152557
"5103",-83.5,35,"CWT",2010,"03",128.610000610352,4.21000003814697
"5104",-83.5,35,"CWT",2010,"04",128.460006713867,11.6549997329712
"5105",-83.5,35,"CWT",2010,"05",146.5,15.6399993896484
"5106",-83.5,35,"CWT",2010,"06",182.199996948242,20.0849990844727
"5107",-83.5,35,"CWT",2010,"07",74.5999984741211,20.9549999237061
"5108",-83.5,35,"CWT",2010,"08",145.160003662109,20.8349990844727
"5109",-83.5,35,"CWT",2010,"09",201.330001831055,17.1299991607666
"5110",-83.5,35,"CWT",2010,"10",131.789993286133,11.125
"5111",-83.5,35,"CWT",2010,"11",141.320007324219,6.60499954223633
"5112",-83.5,35,"CWT",2010,"12",158.279998779297,-2.58999991416931
"5113",-83.5,35,"CWT",2011,"01",90.6600036621094,-1.3600001335144
"5114",-83.5,35,"CWT",2011,"02",101.589996337891,3.35500001907349
"5115",-83.5,35,"CWT",2011,"03",393.339996337891,6.90000009536743
"5116",-83.5,35,"CWT",2011,"04",255.809997558594,11.4499998092651
"5117",-83.5,35,"CWT",2011,"05",84.4499969482422,14.5149993896484
"5118",-83.5,35,"CWT",2011,"06",212.960006713867,19.3449993133545
"5119",-83.5,35,"CWT",2011,"07",73.0199966430664,20.9249992370605
"5120",-83.5,35,"CWT",2011,"08",52.6199989318848,20.1849994659424
"5121",-83.5,35,"CWT",2011,"09",186.360000610352,16.0299987792969
"5122",-83.5,35,"CWT",2011,"10",72.8899993896484,10.0549993515015
"5123",-83.5,35,"CWT",2011,"11",311.269989013672,6.66499996185303
"5124",-83.5,35,"CWT",2011,"12",220.399993896484,3.95999979972839
"5125",-83.5,35,"CWT",2012,"01",226.270004272461,2.42500019073486
"5126",-83.5,35,"CWT",2012,"02",82.620002746582,3.28000020980835
"5127",-83.5,35,"CWT",2012,"03",177.130004882812,10.7049999237061
"5128",-83.5,35,"CWT",2012,"04",180.580001831055,11.5100002288818
"5129",-83.5,35,"CWT",2012,"05",128.460006713867,15.9300003051758
"5130",-83.5,35,"CWT",2012,"06",163.460006713867,17.5400009155273
"5131",-83.5,35,"CWT",2012,"07",253.389999389648,21.0699996948242
"5132",-83.5,35,"CWT",2012,"08",163.570007324219,18.4349994659424
"5133",-83.5,35,"CWT",2012,"09",118.779998779297,16.0499992370605
"5134",-83.5,35,"CWT",2012,"10",176.369995117188,10.9700002670288
"5135",-83.5,35,"CWT",2012,"11",22.5499992370605,5.40000009536743
"5136",-83.5,35,"CWT",2012,"12",222.880004882812,4.71500015258789
"5137",-83.5,35,"CWT",2013,"01",458.809997558594,4.11999988555908
"5138",-83.5,35,"CWT",2013,"02",199.179992675781,1.47000002861023
"5139",-83.5,35,"CWT",2013,"03",165.919998168945,2.33500003814697
"5140",-83.5,35,"CWT",2013,"04",260.690002441406,9.75
"5141",-83.5,35,"CWT",2013,"05",203.190002441406,13.0799999237061
"5142",-83.5,35,"CWT",2013,"06",221.940002441406,18.0699996948242
"5143",-83.5,35,"CWT",2013,"07",403.140014648438,18.9349994659424
"5144",-83.5,35,"CWT",2013,"08",142.550003051758,18.1800003051758
"5145",-83.5,35,"CWT",2013,"09",130.809997558594,16.2999992370605
"5146",-83.5,35,"CWT",2013,"10",47.9300003051758,11.3099994659424
"5147",-83.5,35,"CWT",2013,"11",176.619995117188,4.85999965667725
"5148",-83.5,35,"CWT",2013,"12",320.579986572266,3.57999992370605
"5149",-83.5,35,"CWT",2014,"01",97.7600021362305,-3.39499998092651
"5150",-83.5,35,"CWT",2014,"02",138.350006103516,2.36999988555908
"5151",-83.5,35,"CWT",2014,"03",103.370002746582,4.34000015258789
"5152",-83.5,35,"CWT",2014,"04",188.740005493164,10.4549999237061
"5153",-83.5,35,"CWT",2014,"05",122.889999389648,14.664999961853
"5154",-83.5,35,"CWT",2014,"06",154.710006713867,18.6100006103516
"5155",-83.5,35,"CWT",2014,"07",149.899993896484,18.3950004577637
"5156",-83.5,35,"CWT",2014,"08",124.48999786377,18.5349998474121
"5157",-83.5,35,"CWT",2014,"09",94.9700012207031,17.5200004577637
"5158",-83.5,35,"CWT",2014,"10",222.940002441406,11.7250003814697
"5159",-83.5,35,"CWT",2014,"11",143.639999389648,3.77500009536743
"5160",-83.5,35,"CWT",2014,"12",131.279998779297,5.11499977111816
"5161",-83.5,35,"CWT",2015,"01",131.479995727539,0.474999904632568
"5162",-83.5,35,"CWT",2015,"02",165.559997558594,-1.82500004768372
"5163",-83.5,35,"CWT",2015,"03",103.01000213623,7.53999996185303
"5164",-83.5,35,"CWT",2015,"04",273.809997558594,11.210000038147
"5165",-83.5,35,"CWT",2015,"05",88.8499984741211,15.5150003433228
"5166",-83.5,35,"CWT",2015,"06",149.350006103516,19.1840000152588
"5167",-83.5,35,"CWT",2015,"07",167.009994506836,20.0500011444092
"5168",-83.5,35,"CWT",2015,"08",108.709999084473,18.9750003814697
"5169",-83.5,35,"CWT",2015,"09",174.490005493164,16.4340000152588
"5170",-83.5,35,"CWT",2015,"10",234.660003662109,12.1000003814697
"5171",-83.5,35,"CWT",2015,"11",314.529998779297,8.63500022888184
"5172",-83.5,35,"CWT",2015,"12",501.787994384766,8.38899993896484
"5173",-83.5,35,"CWT",2016,"01",121.480003356934,-0.230000004172325
"5174",-83.5,35,"CWT",2016,"02",273.842987060547,1.68900012969971
"5175",-83.5,35,"CWT",2016,"03",67.9000015258789,8.8100004196167
"5176",-83.5,35,"CWT",2016,"04",100.796997070312,10.7240009307861
"5177",-83.5,35,"CWT",2016,"05",114.44100189209,14.2730007171631
"5178",-83.5,35,"CWT",2016,"06",110.761001586914,19.3810005187988
"5179",-83.5,35,"CWT",2016,"07",183.061004638672,21.1420001983643
"5180",-83.5,35,"CWT",2016,"08",200.97200012207,20.4280014038086
"5181",-83.5,35,"CWT",2016,"09",39.6549987792969,18.742000579834
"5182",-83.5,35,"CWT",2016,"10",12.4079999923706,13.4680004119873
"5183",-83.5,35,"CWT",2016,"11",77.0390014648438,8.95800018310547
"5184",-83.5,35,"CWT",2016,"12",171.710006713867,3.86800026893616
"5509",-80.85,25.47,"FCE",1990,"01",12.7200002670288,21.7099990844727
"5510",-80.85,25.47,"FCE",1990,"02",22.4099998474121,22.0499992370605
"5511",-80.85,25.47,"FCE",1990,"03",13.9899997711182,21.7449989318848
"5512",-80.85,25.47,"FCE",1990,"04",77.0199966430664,22.6100006103516
"5513",-80.85,25.47,"FCE",1990,"05",119.480003356934,25.2249984741211
"5514",-80.85,25.47,"FCE",1990,"06",219.490005493164,27.125
"5515",-80.85,25.47,"FCE",1990,"07",137.029998779297,27.8500003814697
"5516",-80.85,25.47,"FCE",1990,"08",227.710006713867,28.1199989318848
"5517",-80.85,25.47,"FCE",1990,"09",100.639999389648,27.9249992370605
"5518",-80.85,25.47,"FCE",1990,"10",107.809997558594,26.2199993133545
"5519",-80.85,25.47,"FCE",1990,"11",29.4500007629395,22.5499992370605
"5520",-80.85,25.47,"FCE",1990,"12",7.61999988555908,21.4850006103516
"5521",-80.85,25.47,"FCE",1991,"01",70.0599975585938,21.5050010681152
"5522",-80.85,25.47,"FCE",1991,"02",27.7700004577637,20.0100002288818
"5523",-80.85,25.47,"FCE",1991,"03",64.1500015258789,21.8600006103516
"5524",-80.85,25.47,"FCE",1991,"04",85.3099975585938,24.2550010681152
"5525",-80.85,25.47,"FCE",1991,"05",298.459991455078,25.75
"5526",-80.85,25.47,"FCE",1991,"06",158.619995117188,27.3799991607666
"5527",-80.85,25.47,"FCE",1991,"07",205.960006713867,28.4499988555908
"5528",-80.85,25.47,"FCE",1991,"08",145.320007324219,27.9949989318848
"5529",-80.85,25.47,"FCE",1991,"09",158.979995727539,27.8400001525879
"5530",-80.85,25.47,"FCE",1991,"10",175.979995727539,25.5299987792969
"5531",-80.85,25.47,"FCE",1991,"11",15.5799999237061,21.5650005340576
"5532",-80.85,25.47,"FCE",1991,"12",15.5600004196167,21.1949996948242
"5533",-80.85,25.47,"FCE",1992,"01",27.4699993133545,18.7550010681152
"5534",-80.85,25.47,"FCE",1992,"02",32.2400016784668,20.375
"5535",-80.85,25.47,"FCE",1992,"03",61.9799995422363,20.5699996948242
"5536",-80.85,25.47,"FCE",1992,"04",92.5599975585938,22.1700000762939
"5537",-80.85,25.47,"FCE",1992,"05",51.4799995422363,23.189998626709
"5538",-80.85,25.47,"FCE",1992,"06",499.809997558594,26.6549987792969
"5539",-80.85,25.47,"FCE",1992,"07",51.4000015258789,28.2649993896484
"5540",-80.85,25.47,"FCE",1992,"08",277.790008544922,28.3400001525879
"5541",-80.85,25.47,"FCE",1992,"09",91.4599990844727,27.939998626709
"5542",-80.85,25.47,"FCE",1992,"10",50.2400016784668,25.5699996948242
